sku,additional_attributes
JS0A2SDR-0TR,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00T64Q-0LF,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0LN,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0YT,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00T64Q-0LQ,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00T64Q-0FF,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
TVP8-04P,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0GG,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0GH,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS0A2SDR-0VY,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0LP,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00TVP8-0KZ,"peso=12 oz 0.3/ kg,tela=100% Cotton Canvas/ 600 Denier Polyester / Denim,capacidad=1550 cu in / 25 L,dimensiones=16.7'' x 13'' x 8.5'' / 42 x 33 x 21 cm,laptop_size=0,bullet=Gran compratimiento principal / Tirantes acolchados / Correa ajustable / Bolsillo delantero con cierre,bullet_ingles=Premiun fabric for a unique textured surface / One large main compratment / Straigth-cut padded shoulder straps / Front utility pocked with organizer / Web haul handle,shop_by=EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T64Q"
JS00T501-0DH,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0DQ,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
T501-9ZG,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0JJ,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0WT,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
T501-ZN6,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0JT,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
T501-1Y9,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-008,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0KM,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-09Z,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0AA,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0JR,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
T501-06N,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0LC,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-06Q,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-0EK,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
JS00T501-01F,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
T501-5CS,"peso=12 oz 0.3/ kg,tela=600 Denier Polyester,capacidad=1550 cu in / 25 L,dimensiones=16.7"" x 13"" x 8.5"" / 42 x 33 x 21 cm,laptop_size=0,bullet=Correas de hombro acolchadas / Compartimento principal grande / Bolsillo frontal de gran utilidad con organizador, mantiene lo esencial a mano / Panel trasero acolchado para amortiguar peso y mayor comodidad.,bullet_ingles=Straight-cut, padded shoulder straps / One large main compartment / Front utility pocket with organizer keeps essentials handy / 2/3 padded back panel for cushioning comfort / Web haul handle,shop_by=BEST SELLER|EVERYDAY,device=,device_size=,size=MEDIUM,type=CLASSIC,style=JS00T501"
